
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&current at groud state:   -1.0022810787e-04    0.0000000000e+00    0.0000000000e+00 nonzero due to kpoint sampling
  0.000000   -1.1317349238e-04    0.0000000000e+00    0.0000000000e+00 
  0.200000   -1.3900846279e-04    0.0000000000e+00    0.0000000000e+00 
  0.400000   -1.6468879046e-04    0.0000000000e+00    0.0000000000e+00 
  0.600000   -1.9009484349e-04    0.0000000000e+00    0.0000000000e+00 
  0.800000   -2.1512016399e-04    0.0000000000e+00    0.0000000000e+00 
  1.000000   -2.3966155701e-04    0.0000000000e+00    0.0000000000e+00 
  1.200000   -2.6361995233e-04    0.0000000000e+00    0.0000000000e+00 
  1.400000   -2.8690122546e-04    0.0000000000e+00    0.0000000000e+00 
  1.600000   -3.0941696283e-04    0.0000000000e+00    0.0000000000e+00 
  1.800000   -3.3108516319e-04    0.0000000000e+00    0.0000000000e+00 
