
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&current at groud state:   -1.0096210819e-04    0.0000000000e+00    0.0000000000e+00 nonzero due to kpoint sampling
  0.000000   -1.1389070794e-04    0.0000000000e+00    0.0000000000e+00 
  0.200000   -1.3968834480e-04    0.0000000000e+00    0.0000000000e+00 
  0.400000   -1.6533194814e-04    0.0000000000e+00    0.0000000000e+00 
  0.600000   -1.9070239018e-04    0.0000000000e+00    0.0000000000e+00 
  0.800000   -2.1569364212e-04    0.0000000000e+00    0.0000000000e+00 
  1.000000   -2.4020291994e-04    0.0000000000e+00    0.0000000000e+00 
  1.200000   -2.6413154154e-04    0.0000000000e+00    0.0000000000e+00 
  1.400000   -2.8738574310e-04    0.0000000000e+00    0.0000000000e+00 
  1.600000   -3.0987744011e-04    0.0000000000e+00    0.0000000000e+00 
  1.800000   -3.3152492495e-04    0.0000000000e+00    0.0000000000e+00 
