
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&current at groud state:    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00 nonzero due to kpoint sampling
  0.000000   -1.3113175612e-05    0.0000000000e+00    0.0000000000e+00 
  0.200000   -3.9303718221e-05    0.0000000000e+00    0.0000000000e+00 
  0.400000   -6.5398876082e-05    0.0000000000e+00    0.0000000000e+00 
  0.600000   -9.1325764515e-05    0.0000000000e+00    0.0000000000e+00 
  0.800000   -1.1701895930e-04    0.0000000000e+00    0.0000000000e+00 
  1.000000   -1.4241492195e-04    0.0000000000e+00    0.0000000000e+00 
  1.200000   -1.6745249927e-04    0.0000000000e+00    0.0000000000e+00 
  1.400000   -1.9207340058e-04    0.0000000000e+00    0.0000000000e+00 
  1.600000   -2.1622264426e-04    0.0000000000e+00    0.0000000000e+00 
  1.800000   -2.3984896866e-04    0.0000000000e+00    0.0000000000e+00 
