
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&current at groud state:    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00 nonzero due to kpoint sampling
  0.000000   -1.3118844635e-05    0.0000000000e+00    0.0000000000e+00 
  0.200000   -3.9320545427e-05    0.0000000000e+00    0.0000000000e+00 
  0.400000   -6.5426274068e-05    0.0000000000e+00    0.0000000000e+00 
  0.600000   -9.1362485856e-05    0.0000000000e+00    0.0000000000e+00 
  0.800000   -1.1706329160e-04    0.0000000000e+00    0.0000000000e+00 
  1.000000   -1.4246472415e-04    0.0000000000e+00    0.0000000000e+00 
  1.200000   -1.6750524682e-04    0.0000000000e+00    0.0000000000e+00 
  1.400000   -1.9212623909e-04    0.0000000000e+00    0.0000000000e+00 
  1.600000   -2.1627245070e-04    0.0000000000e+00    0.0000000000e+00 
  1.800000   -2.3989241901e-04    0.0000000000e+00    0.0000000000e+00 
